#Fake data using Tim's model DI data
# ObsDate[JD]	PositionAngle[deg]    PositionAngleError[deg]  SeparationAngle["]   SeparationAngleError["]#
2457000	112.394086	3.580469358	0.2913267804	0.0298853859
2457038.046	141.2378957	4.744510088	0.2708057175	0.0289316869
2457076.092	170.3371037	4.987764093	0.2900648937	0.0207001548
2457114.138	193.0680485	4.196533023	0.3424491189	0.0219880591
2457152.183	209.0237156	3.315048609	0.4093190843	0.0269218952
2457190.229	220.4079477	2.658666455	0.4782182289	0.0291902233
2457228.275	228.9725587	2.204365511	0.5435146613	0.0301428157
2457266.321	235.7629055	1.88797782	0.6030825936	0.0304208044
2457304.367	241.3867425	1.662366253	0.6563270209	0.0303279224
2457342.413	246.210117	1.497645334	0.703291135	0.030015572
2457380.458	250.4642996	1.375147714	0.7442702162	0.0295635323
2457418.504	254.3024439	1.282996326	0.7796442743	0.0290158217
2457456.55	257.8304352	1.213431922	0.8098057038	0.0283974961
2457494.596	261.1243896	1.161251276	0.8351291221	0.0277229744
2457532.642	264.2410124	1.122885482	0.8559602605	0.0270003868
2457570.688	267.2239833	1.095843539	0.8726134804	0.0262339491
2457608.733	270.1080426	1.078367668	0.8853731019	0.0254881526
2457646.779	272.9217002	1.069214398	0.8944962922	0.0262730495
2457684.825	275.6890939	1.067512352	0.9002164649	0.0269832578
2457722.871	278.4313068	1.072668075	0.9027467146	0.0276249278
2457760.917	281.1673358	1.084302702	0.9022830941	0.0282020989
2457798.962	283.9148305	1.102208831	0.8990076744	0.0287169847
2457837.008	286.6906811	1.12632083	0.8930913963	0.0291701338
2457875.054	289.5115074	1.156694059	0.884696751	0.0295604929
2457913.1	292.394086	1.193489786	0.8739803411	0.0298853859
2457951.146	295.3557415	1.23696326	0.8610953776	0.0301404164
2457989.192	298.414719	1.28745263	0.8461941685	0.0303192943
2458027.237	301.5905529	1.345366247	0.8294306498	0.0304135853
2458065.283	304.9044398	1.411165383	0.8109629993	0.0304123774
2458103.329	308.3796183	1.485338473	0.7909563581	0.0303018603
2458141.375	312.0417543	1.568361661	0.7695856508	0.0300648163
2458179.421	315.9193205	1.660638629	0.7470384441	0.0296800282
2458217.467	320.043947	1.762410647	0.7235176864	0.0291216276
2458255.513	324.4507066	1.873625826	0.6992440199	0.0283584361
2458293.558	329.1782785	1.993755983	0.6744570993	0.0273534
2458331.604	334.2689164	2.1215524	0.649414955	0.0260632929
2458369.65	339.7681437	2.25474225	0.6243898242	0.0244389562
2458407.696	345.7241256	2.389691159	0.5996579774	0.0224264586
2458445.742	352.1867832	2.521100685	0.5754798188	0.0199696284
2458483.788	359.206987	2.64187387	0.5520649414	0.0170143584
2458521.833	6.836717246	2.743354805	0.5295149919	0.0195755199
2458559.879	15.13206555	2.816192428	0.5077356333	0.0227312019
2458597.925	24.16258102	2.852044263	0.4863089782	0.0256238386
2458635.971	34.03317085	2.846238099	0.4643243011	0.0280568394
2458674.017	44.92963647	2.80167061	0.440194455	0.0297759634
2458712.062	57.20851509	2.736023265	0.4115961511	0.0304249058
2458750.108	71.56742252	2.703058198	0.376026632	0.0294195978
2458788.154	89.31527654	2.86503406	0.3332757561	0.0256540944







