#Fake data using Tim's model RV data 
#JD	RV [m/s]	delta_RV [m/s]	Jitter
2457000 -4712.533474 24.93916595
2457182.658 2268.371328 24.93916595
2457365.315 3376.172699 24.93916595
2457547.973 3066.365647 24.93916595
2457730.63 2427.203132 24.93916595
2457913.288 1595.561913 24.93916595
2458095.945 557.8960288 24.93916595
2458278.603 -752.7464008 24.93916595
2458461.26 -2584.805019 24.93916595
2458643.918 -5314.377114 24.93916595
2458826.575 -4742.654105 24.93916595
2459009.233 2270.903452 24.93916595






