#HR1412 DI data
# ObsDate[JD]	PositionAngle[deg]    PositionAngleError[deg]  SeparationAngle["]   SeparationAngleError["]
2447772.967	0.02124	0.00005	7.88	0.05
2447782.952	0.02438	0.00005	15.16	0.05
2447790.961	0.02602	0.00005	23.62	0.05
2447791.954	0.02594	0.00005	22.37	0.05
2447804.952	0.02634	0.00005	28.88	0.05
2447805.952	0.02667	0.00005	30.15	0.05
2447806.947	0.02744	0.00005	33.32	0.05
2447813.928	0.02638	0.00005	34.93	0.05
2447818.933	0.02618	0.00005	38.83	0.05
2447826.945	0.02511	0.00005	43.33	0.05
2447827.966	0.02545	0.00005	44.61	0.05
2447831.907	0.02403	0.00005	46.47	0.05
2447832.911	0.02403	0.00005	47.62	0.05
2447833.822	0.02283	0.00005	44.5	0.05
2447836.827	0.02322	0.00005	50.74	0.05
2447865.805	0.01392	0.00005	84.87	0.05
2448148.966	0.01414	0.00005	88.52	0.05
2448150.917	0.014	0.00005	93.85	0.05
2448187.803	0.01777	0.00005	359.06	0.05
2448189.953	0.01881	0.00005	2.8	0.05
2448192.922	0.02023	0.00005	6.12	0.05
2448233.833	0.02653	0.00005	33.83	0.05
2448234.827	0.02649	0.00005	34.39	0.05
2448517.951	0.02626	0.00005	35.05	0.05
2448548.927	0.02086	0.00005	57.32	0.05
2448549.928	0.02056	0.00005	58.2	0.05
2448562.911	0.01708	0.00005	73.88	0.05
2448593.872	0.00462	0.00005	250.21	0.05
2448594.793	0.00469	0.00005	274.87	0.05
2448597.728	0.00689	0.00005	323.65	0.05
2450459.722	0.02493	0.00005	18.29	0.05
2450736.803	0.02415	0.00005	15.17	0.05
2450836.68	0.00892	0.00005	134.44	0.05
2451131.849	0.00916	0.00005	333.92	0.05


