#HIP10321 RV data from Kris
#JD	RV [m/s]	delta_RV [m/s]	Jitter
#Instrument: Elodie & Sophie with a 4m/s added to Sophie errors in quadrature
2450822.33538122	6450	15    1
2450823.37979847	6440	15
2450824.33848842	6440	10
2451150.35873092	6270	10
2451155.40647677	6260	12
2451173.35951081	6220	11
2451420.62684561	6000	12
2451560.36018563	5840	11
2451589.28445933	5820	13
2451835.5565444	    5540	14
2451952.3257014	    5390	16
2452162.57706222	5210	16
2452164.61979491	5190	15
2452215.49715641	5170	16
2452218.51817871	5160	10
2452250.38890774	5150	9
2452515.631531	    5080	15
2452532.62630078	5100	15
2452534.62001526	5110	10
2452559.6019814	    5080	10
2452597.43541784	5110	12
2452681.33826427	5150	11
2452888.65948072	5350	12
2453311.52407648	5720	11
2453358.34094661	5790	13
2456562.47483101	6874	14.6372811683
2456562.48215783	6876.4	14.6372811683
2456563.50814272	6896.2	14.5945195193
2456563.51549268	6895.6	14.5945195193
2456565.54329077	6855.2	14.6095858942
2456565.55060598	6853.4	14.6017122284
2456608.45980957	6871.2	14.6095858942
2456608.46772617	6871.9	14.6017122284
2456883.54633824	6846.3	14.6181394165
2456883.55632755	6849.6	14.6273716026
2456912.61078896	6863.1	14.6478667389
2456912.61988685	6870	14.6478667389
2456913.47118728	6860.5	14.6372811683
2456913.47974114	6860.4	14.6478667389
2456946.46491196	6836.4	14.5945195193
2456946.47225017	6837	14.5880087743



