#Fake data using Tim's model RV data 
#JD RV [m/s]    delta_RV [m/s]  Jitter
2457000 14.63761 77.56895529
2457004.011 840.7836705 77.56895529
2457008.022 1516.918496 77.56895529
2457012.033 2147.860866 77.56895529
2457016.045 2407.629014 77.56895529
2457020.056 2315.325364 77.56895529
2457024.067 2243.556043 77.56895529
2457028.078 1576.222434 77.56895529
2457032.089 1005.100172 77.56895529
2457036.1 111.3407566 77.56895529
2457040.112 -823.9065186 77.56895529
2457044.123 -1485.833878 77.56895529
2457048.134 -2092.207588 77.56895529
2457052.145 -2372.679469 77.56895529
2457056.156 -2366.540887 77.56895529
2457060.167 -2174.849574 77.56895529
2457064.179 -1774.256287 77.56895529
2457068.19 -898.2531654 77.56895529
2457072.201 -115.0543101 77.56895529
2457076.212 609.513059 77.56895529
2457080.223 1469.458596 77.56895529






