#Fake data using Tim's model RV data 
#JD	RV [m/s]	delta_RV [m/s]	Jitter
2457000 108.6409339 22.27151328 0.2831499244 0.0338638259
2457091.329 181.4466487 22.27151328 0.2786373901 0.0338638259
2457182.658 218.574846 22.27151328 0.4804665623 0.0338638259
2457273.986 237.5694506 22.27151328 0.6347027643 0.0338638259
2457365.315 247.3475197 22.27151328 0.7261578873 0.0338638259
2457456.644 257.4069385 22.27151328 0.7813358388 0.0338638259
2457547.973 266.6286682 22.27151328 0.8545933184 0.0338638259
2457639.301 271.8080026 22.27151328 0.8679646732 0.0338638259
2457730.63 280.3165228 22.27151328 0.9057065682 0.0338638259
2457821.959 286.3963463 22.27151328 0.9254505195 0.0338638259
2457913.288 290.7013469 22.27151328 0.8649016358 0.0338638259
2458004.616 299.974129 22.27151328 0.8164668604 0.0338638259
2458095.945 305.9618445 22.27151328 0.819148003 0.0338638259
2458187.274 316.2598326 22.27151328 0.720735184 0.0338638259
2458278.603 327.9283075 22.27151328 0.7043844949 0.0338638259
2458369.931 340.6854849 22.27151328 0.6501685409 0.0338638259
2458461.26 354.3088847 22.27151328 0.5590281812 0.0338638259
2458552.589 12.33702538 22.27151328 0.4935659746 0.0338638259
2458643.918 32.20992448 22.27151328 0.4509860514 0.0338638259
2458735.247 65.25347409 22.27151328 0.3970925109 0.0338638259
2458826.575 120.6695017 22.27151328 0.2771793155 0.0338638259
2458917.904 187.3267098 22.27151328 0.3130256 0.0338638259






