#Fake data using Tim's model RV data 
#JD	RV [m/s]	delta_RV [m/s]	Jitter
2457000 -4773.291956 124.6958297
2457091.329 0.7928974336 124.6958297
2457182.658 2324.765453 124.6958297
2457273.986 2893.639463 124.6958297
2457365.315 3437.415516 124.6958297
2457456.644 3254.530191 124.6958297
2457547.973 3220.37386 124.6958297
2457639.301 2661.272738 124.6958297
2457730.63 2541.061467 124.6958297
2457821.959 2005.496715 124.6958297
2457913.288 1569.567711 124.6958297
2458004.616 1044.486697 124.6958297
2458095.945 594.1011875 124.6958297
2458187.274 98.5307826 124.6958297
2458278.603 -800.5243545 124.6958297
2458369.931 -1728.502474 124.6958297
2458461.26 -2347.395659 124.6958297
2458552.589 -3800.737691 124.6958297
2458643.918 -5323.900881 124.6958297
2458735.247 -6575.026288 124.6958297
2458826.575 -4666.008607 124.6958297
2458917.904 -181.8162809 124.6958297






