#Narita test system RV
# Dataset1 ObsDate[JD]  RadialVelocity[m/s]	 RadialVelocityError[m/s]  Jitter(ifNotIncluded)[m/s]
2454777.80631	71.48	3.15	3.0
2454777.80904	69.36	3.26
2454777.81176	69.19	3.15
2454777.81483	67.4	3.06
2454777.81825	63.25	3.34
2454777.82166	61.08	3.15
2454777.82508	59.66	3.13
2454777.8285	53.92	3.1
2454777.83193	54.38	3.16
2454777.83877	52.56	3.12
2454777.84219	48.59	3.33
2454777.84903	45.32	3.07
2454777.85245	44.35	3.13
2454777.85587	41.94	2.81
2454777.86066	37		2.87
2454777.86409	38.47	2.73
2454777.86751	35.98	3.04
2454777.87093	37.97	2.59
2454778.01823	-38.5	3.23
2454778.02165	-43.15	3.41
2454778.02508	-45.17	3.21
2454778.02851	-43.56	3.72
2454778.03194	-47.37	3.24
2454778.0357	-46.86	3.35
2454778.03983	-51.32	3.22
2454778.04396	-55.03	3.15
2454778.04809	-54.08	3.04
2454778.05222	-57.89	3.31
2454778.05635	-57.39	3.01
2454778.06048	-55.33	3.39
2454778.06461	-59.25	3.23
2454778.06874	-68.85	2.81
2454778.07288	-69.28	3
2454778.07701	-74.63	3.42
2454778.08114	-72.57	2.9
2454778.08527	-80.46	3.12

# Dataset2 ObsDate[JD]  RadialVelocity[m/s]	 RadialVelocityError[m/s]   Jitter(ifNotIncluded)[m/s]#2453779.8298	143.35	1.66
2453746.75853	-3.88	1.58	3.0
2453748.80062	43.59	1.75
2453749.7972	54.23	1.7
2453750.80399	73.76	1.71
2453775.77928	140.82	1.67
2453776.80892	161.32	1.55
2453959.131		3.25	1.52
2453962.06926	55.17	1.41
2453963.10508	72.97	1.5
2453964.13028	97.69	1.69
2453982.03249	39.66	1.12
2453983.08599	52.59	1.57
2453983.9951	70.8	1.25
2453985.00883	93.7	1.57
2454023.95452	15.98	1.84
2454047.961		73.25	1.66
2454083.90654	-61.08	1.42
2454084.83198	-29.07	1.58
2454085.86874	-11.78	1.73
2454129.92683	20.22	1.35
2454130.73184	41.18	1.35
2454131.85644	53.68	1.83
2454138.7684	170.09	1.33
2454319.12775	-8.71	1.25
2454336.07987	-146.93	1.27
2454337.12124	-109.19	1.4
2454339.1305	-37.48	1.17
2454427.82655	40.82	1.45
2454428.86486	59.19	1.61
2454545.72272	-354.79	2.09
2454545.7268	-354.61	2.1
2454546.82753	-244.68	1.41
2454546.83309	-243.35	1.37
2453779.8298	143.35	1.66

# Dataset3 Barbieri2009 ObsDate[JD]  RadialVelocity[m/s]	 RadialVelocityError[m/s]   Jitter(ifNotIncluded)[m/s]
2454438.57218	-3.84	3.77	3.0
2454438.58349	-11.52	4.53
2454438.59478	-31.71	4.43
2454438.62486	-26.61	4.74
2454438.63615	-43.01	4.01
2454438.64745	-46.79	4.23
2454438.65894	-54.19	4.77
2454438.67023	-55.35	4.72
2454438.68152	-64.85	5.32
2454438.69306	-71.94	5.20
2454438.70435	-82.48	5.08
2454438.71584	-88.29	5.13
2454438.72713	-92.59	5.15

# Dataset4 ObsDate[JD]  RadialVelocity[m/s]	 RadialVelocityError[m/s]  Jitter(ifNotIncluded)[m/s]#2454756.94057	-116.6	5.14 #2454777.00587	239.14	1.64
2454765.14939	88.49	1.7		3.0
2454767.19157	138.15	1.73
2454768.18819	151.35	1.67
2454769.19503	169.65	1.76
2454772.95511	235.17	1.83
2454773.98481	253.8	1.81
2454765.36032	97.33	1.55
2454768.29841	152.64	1.51
2454769.33417	165.48	1.68
2454770.35931	194.69	1.7
2454767.04391	132.55	1.2
2454768.09735	146.35	1.7
2454769.0064	166.11	1.32
2454770.02007	187.22	1.57
2454766.5306	114.39	1.77
2454769.31974	166.01	1.74
2454757.85396	-261.56	5.18
2454758.84266	-164.1	0.23
2454759.90988	-89.57	5.13
2454760.82301	-44.08	5.15
2454761.78966	2.39	5.14
2454762.8134	37.62	5.16
2454762.83209	32.76	1.33
2454763.75755	63.22	1.63
2454764.75455	86.67	5.2
2454764.79432	84.28	1.56
2454765.80855	99.01	5.2
2454766.42102	113.3	1.43
2454767.22608	133.66	1.32
2454768.35074	151.11	1.77
2454775.26309	261.56	1.37
2454756.94057	-116.6	5.14
2454777.00587	239.14	1.64
