#Fake data using artificialDataMaker.py
# ObsDate[JD]   RA["]    RAerror["]  Dec["]   DecError["]
2454334.664 0.2024815293 0.001573493073 0.0905862019 0.001573493073
2453098.306 -0.1947946794 0.001573493073 0.15228033 0.001573493073
2454891.982 0.2394407005 0.001573493073 -0.06092893643 0.001573493073
2450842.082 0.187988091 0.001573493073 -0.1334606705 0.001573493073
2453150.038 -0.179554891 0.001573493073 0.1611901615 0.001573493073
2451217.25 0.06911098594 0.001573493073 -0.1819208999 0.001573493073
2452235.376 -0.2482576862 0.001573493073 -0.04782221964 0.001573493073
2451356.362 0.01786707571 0.001573493073 -0.1830435937 0.001573493073
2451699.795 -0.111172604 0.001573493073 -0.1552467692 0.001573493073
2452303.628 -0.2532672133 0.001573493073 -0.02996100071 0.001573493073
