#Fake data using artificialDataMaker.py
# ObsDate[JD]   RA["]    RAerror["]  Dec["]   DecError["]
2454927.194 0.2773255697 0.01623458246 -0.08399088616 0.01623458246
2454005.577 0.1034495761 0.01623458246 0.1460513439 0.01623458246
2453924.283 0.07075011466 0.01623458246 0.1553121021 0.01623458246
2451618.936 -0.05828653086 0.01623458246 -0.1702984857 0.01623458246
2450932.07 0.1825781499 0.01623458246 -0.1463038374 0.01623458246
2453050.486 -0.1990370934 0.01623458246 0.1801900543 0.01623458246
2454343.793 0.2178448249 0.01623458246 0.1236615515 0.01623458246
2454505.946 0.2384714329 0.01623458246 0.05745168984 0.01623458246
2453377.834 -0.09389871918 0.01623458246 0.1698494159 0.01623458246
2454192.509 0.1716121883 0.01623458246 0.1329305367 0.01623458246
