#Fake data using artificialDataMaker.py
# ObsDate[JD]   RA["]    RAerror["]  Dec["]   DecError["]
2452003.105 0.1890822312 0.04016310247 0.02732453866 0.04016310247
2452338.903 0.2531244977 0.04016310247 -0.02465031887 0.04016310247
2454503.177 -0.21398631 0.04016310247 0.04767913064 0.04016310247
2454019.646 -0.1556629348 0.04016310247 -0.1591613262 0.04016310247
2454076.196 -0.2109458186 0.04016310247 -0.08200727194 0.04016310247
2453565.924 0.03491622471 0.04016310247 -0.1998293031 0.04016310247
2454521.15 -0.226391134 0.04016310247 -0.09259687047 0.04016310247
2453080.201 0.106372869 0.04016310247 -0.2045823637 0.04016310247
2453688.67 -0.08206913343 0.04016310247 -0.1771950897 0.04016310247
2454138.884 -0.1024355899 0.04016310247 -0.1389410463 0.04016310247
