#Fake data using artificialDataMaker.py
# ObsDate[JD]   RA["]    RAerror["]  Dec["]   DecError["]
2451682.406 -0.1048286101 0.007868051098 -0.1603333213 0.007868051098
2453451.302 -0.08386840296 0.007868051098 0.1952927903 0.007868051098
2451925.417 -0.1812339124 0.007868051098 -0.113677836 0.007868051098
2452974.844 -0.2290442428 0.007868051098 0.1407484237 0.007868051098
2453999.926 0.1111337674 0.007868051098 0.1537145294 0.007868051098
2453581.72 -0.03090621751 0.007868051098 0.1897552945 0.007868051098
2453637.799 -0.003561501952 0.007868051098 0.1801241427 0.007868051098
2453746.481 0.02290761902 0.007868051098 0.1861151324 0.007868051098
2450919.898 0.1583992069 0.007868051098 -0.1675228565 0.007868051098
2453961.67 0.09160802426 0.007868051098 0.16048864 0.007868051098
